order_type,payment_method,Month,day Of Week,Hour,Discount Category,order_id
Dine-in,Cash,April,Tuesday,21,No Discount,123064
Delivery,Debit Card,April,Tuesday,10,No Discount,123395
Takeaway,Debit Card,April,Tuesday,21,High Discount,123528
Delivery,Debit Card,April,Tuesday,21,High Discount,125034
Delivery,UPI,April,Tuesday,10,No Discount,125081
Delivery,UPI,April,Tuesday,10,Low Discount,126076
Delivery,Cash,April,Tuesday,21,No Discount,126762
Delivery,Wallet,April,Tuesday,21,Medium Discount,127337
Takeaway,Cash,April,Tuesday,17,No Discount,129282
Delivery,Debit Card,April,Tuesday,12,Medium Discount,130055
Dine-in,Wallet,April,Tuesday,14,Medium Discount,130532
Delivery,UPI,April,Tuesday,16,No Discount,130637
Dine-in,Credit Card,April,Tuesday,15,No Discount,131803
Takeaway,Cash,April,Tuesday,13,High Discount,131810
Takeaway,Wallet,April,Tuesday,19,No Discount,132178
Dine-in,Debit Card,April,Tuesday,18,No Discount,132232
Dine-in,Cash,April,Tuesday,11,High Discount,132391
Dine-in,Credit Card,April,Tuesday,18,No Discount,132568
Dine-in,Cash,April,Tuesday,20,No Discount,132735
Dine-in,UPI,April,Tuesday,22,High Discount,132809
Delivery,Cash,April,Tuesday,16,No Discount,132854
Delivery,Credit Card,April,Tuesday,18,No Discount,133039
Dine-in,UPI,April,Tuesday,10,No Discount,133919
Delivery,Cash,April,Tuesday,20,Low Discount,133980
Delivery,UPI,April,Tuesday,10,Medium Discount,134085
Takeaway,Cash,April,Tuesday,10,High Discount,134217
Takeaway,Wallet,April,Tuesday,20,High Discount,135338
Delivery,Credit Card,April,Tuesday,22,High Discount,135386
Takeaway,Debit Card,April,Tuesday,12,No Discount,135453
Delivery,Cash,April,Tuesday,21,High Discount,135628
Delivery,UPI,April,Tuesday,16,No Discount,135843
Takeaway,Credit Card,April,Tuesday,20,No Discount,135922
Takeaway,Credit Card,April,Tuesday,22,No Discount,136003
Dine-in,Cash,April,Tuesday,17,No Discount,137085
Dine-in,Cash,April,Tuesday,19,No Discount,137093
Takeaway,Cash,April,Tuesday,16,High Discount,137695
Dine-in,Credit Card,April,Tuesday,12,Medium Discount,137882
Takeaway,Cash,April,Tuesday,16,High Discount,138446
Delivery,UPI,April,Tuesday,11,Low Discount,138599
Takeaway,Debit Card,April,Tuesday,17,No Discount,138809
Delivery,Credit Card,April,Tuesday,16,Medium Discount,139763
Takeaway,Credit Card,April,Tuesday,12,No Discount,140201
Takeaway,Cash,April,Tuesday,12,High Discount,140515
Takeaway,Credit Card,April,Tuesday,13,No Discount,140652
Delivery,Wallet,April,Tuesday,13,Medium Discount,140800
Delivery,UPI,April,Tuesday,15,No Discount,141065
Delivery,Cash,April,Tuesday,16,Medium Discount,141396
Takeaway,Cash,April,Tuesday,12,No Discount,141438
Dine-in,Cash,April,Tuesday,18,Low Discount,141518
Takeaway,Debit Card,April,Tuesday,12,High Discount,142252
Takeaway,Debit Card,April,Tuesday,20,No Discount,142338
Delivery,Credit Card,April,Tuesday,21,High Discount,143163
Takeaway,Debit Card,April,Tuesday,13,High Discount,144417
Dine-in,Cash,April,Tuesday,20,Low Discount,144490
Dine-in,Wallet,April,Tuesday,20,Low Discount,144767
Delivery,Wallet,April,Tuesday,14,Medium Discount,145033
Dine-in,UPI,April,Tuesday,18,No Discount,145741
Dine-in,Cash,April,Tuesday,22,High Discount,146382
Takeaway,Credit Card,April,Tuesday,22,High Discount,146458
Delivery,Credit Card,April,Tuesday,12,Medium Discount,146514
Takeaway,Debit Card,April,Tuesday,21,Low Discount,146827
Dine-in,Credit Card,April,Tuesday,15,Low Discount,147689
Delivery,Wallet,April,Tuesday,10,No Discount,148142
Dine-in,Credit Card,April,Tuesday,15,Medium Discount,148437
Takeaway,UPI,April,Tuesday,17,No Discount,148570
Delivery,Cash,April,Tuesday,15,High Discount,148848
Dine-in,Wallet,April,Tuesday,18,Low Discount,149132
Dine-in,Cash,April,Tuesday,15,Low Discount,149187
Dine-in,Cash,April,Tuesday,10,High Discount,149241
Delivery,Cash,May,Thursday,11,No Discount,100071
Delivery,UPI,May,Thursday,12,Medium Discount,100662
Takeaway,UPI,May,Thursday,22,Medium Discount,101432
Delivery,Cash,May,Thursday,19,Medium Discount,101456
Takeaway,Credit Card,May,Thursday,20,No Discount,101471
Dine-in,Wallet,May,Thursday,20,No Discount,101744
Delivery,UPI,May,Thursday,19,Low Discount,102225
Dine-in,Debit Card,May,Thursday,20,High Discount,102675
Delivery,Debit Card,May,Thursday,16,Low Discount,103036
Delivery,Cash,May,Thursday,19,No Discount,103653
Dine-in,Debit Card,May,Thursday,15,Medium Discount,103837
Delivery,Wallet,May,Thursday,12,Medium Discount,104084
Delivery,UPI,May,Thursday,22,High Discount,104465
Delivery,Credit Card,May,Thursday,13,Low Discount,104925
Takeaway,UPI,May,Thursday,16,Low Discount,105233
Delivery,Cash,May,Thursday,16,No Discount,105461
Takeaway,Cash,May,Thursday,16,High Discount,106361
Takeaway,Wallet,May,Thursday,17,No Discount,107328
Dine-in,Wallet,May,Thursday,21,Medium Discount,107363
Delivery,Wallet,May,Thursday,20,High Discount,107411
Takeaway,Wallet,May,Thursday,12,Medium Discount,108431
Delivery,UPI,May,Thursday,20,No Discount,108506
Delivery,Credit Card,May,Thursday,22,Medium Discount,108547
Takeaway,Debit Card,May,Thursday,20,High Discount,108838
Dine-in,Debit Card,May,Thursday,20,Medium Discount,108987
Takeaway,Debit Card,May,Thursday,11,No Discount,109707
Dine-in,Wallet,May,Thursday,20,Low Discount,109924
Delivery,Credit Card,May,Thursday,21,No Discount,110354
Dine-in,UPI,May,Thursday,11,No Discount,110463
Delivery,Debit Card,May,Thursday,12,Low Discount,110818
Takeaway,UPI,May,Thursday,10,High Discount,111123
Delivery,Wallet,May,Thursday,16,High Discount,111348
Delivery,UPI,May,Thursday,20,High Discount,111484
Dine-in,UPI,May,Thursday,20,Medium Discount,111714
Dine-in,Debit Card,May,Thursday,19,No Discount,111929
Delivery,Credit Card,May,Thursday,16,No Discount,112069
Dine-in,UPI,May,Thursday,13,Medium Discount,112329
Delivery,Wallet,May,Thursday,11,Low Discount,112430
Dine-in,Credit Card,May,Thursday,21,No Discount,112631
Dine-in,UPI,May,Thursday,21,Low Discount,112869
Delivery,UPI,May,Thursday,10,Low Discount,112884
Dine-in,Debit Card,May,Thursday,21,High Discount,112917
Dine-in,Debit Card,May,Thursday,11,No Discount,113137
Delivery,Wallet,May,Thursday,14,No Discount,113160
Dine-in,Debit Card,May,Thursday,11,High Discount,113506
Dine-in,Cash,May,Thursday,21,No Discount,113582
Delivery,Cash,May,Thursday,19,Medium Discount,113700
Takeaway,UPI,May,Thursday,22,High Discount,114262
Takeaway,Debit Card,May,Thursday,15,No Discount,114330
Takeaway,Wallet,May,Thursday,11,No Discount,114487
Dine-in,Debit Card,May,Thursday,13,No Discount,114872
Takeaway,UPI,May,Thursday,16,No Discount,114906
Dine-in,Cash,May,Thursday,20,No Discount,115402
Takeaway,Cash,May,Thursday,13,High Discount,115419
Takeaway,Credit Card,May,Thursday,12,High Discount,115534
Delivery,Debit Card,May,Thursday,14,Low Discount,115967
Delivery,Wallet,May,Thursday,15,Low Discount,116089
Dine-in,Cash,May,Thursday,22,No Discount,116659
Dine-in,Wallet,May,Thursday,22,No Discount,117411
Dine-in,Wallet,May,Thursday,11,No Discount,117729
Dine-in,Cash,May,Thursday,15,Medium Discount,117741
Dine-in,UPI,May,Thursday,18,No Discount,117907
Dine-in,Credit Card,May,Thursday,13,No Discount,118041
Delivery,Wallet,May,Thursday,20,No Discount,119414
Dine-in,Credit Card,May,Thursday,22,Medium Discount,119463
Delivery,Cash,May,Thursday,10,No Discount,119508
Dine-in,Wallet,May,Thursday,14,No Discount,120057
Takeaway,Wallet,May,Thursday,15,Medium Discount,120999
Takeaway,Debit Card,May,Thursday,22,No Discount,121063
Delivery,Wallet,May,Thursday,15,Medium Discount,121457
Delivery,Debit Card,May,Thursday,20,Low Discount,121687
Dine-in,Cash,May,Thursday,17,Medium Discount,123086
Dine-in,Cash,May,Thursday,10,Medium Discount,123245
Dine-in,Credit Card,May,Thursday,17,No Discount,123984
Dine-in,UPI,May,Thursday,11,Medium Discount,124113
Takeaway,UPI,May,Thursday,10,No Discount,124639
Dine-in,Debit Card,May,Thursday,17,No Discount,124955
Delivery,Cash,May,Thursday,14,Low Discount,125437
Delivery,Credit Card,May,Thursday,15,Medium Discount,125452
Delivery,Credit Card,May,Thursday,10,Medium Discount,125505
Delivery,UPI,May,Thursday,15,No Discount,125659
Dine-in,Wallet,May,Thursday,11,No Discount,125830
Delivery,Cash,May,Thursday,15,Medium Discount,126123
Delivery,UPI,May,Thursday,21,Medium Discount,126216
Delivery,Debit Card,May,Thursday,18,High Discount,126260
Dine-in,UPI,May,Thursday,16,High Discount,126331
Dine-in,UPI,May,Thursday,18,No Discount,126516
Dine-in,Debit Card,May,Thursday,11,High Discount,126603
Delivery,Debit Card,May,Thursday,10,No Discount,126697
Takeaway,Credit Card,May,Thursday,12,High Discount,127350
Delivery,UPI,May,Thursday,20,No Discount,127482
Dine-in,UPI,May,Thursday,14,High Discount,127600
Takeaway,Cash,May,Thursday,22,No Discount,127602
Delivery,Credit Card,May,Thursday,20,No Discount,128062
Delivery,Credit Card,May,Thursday,21,No Discount,128109
Delivery,Cash,May,Thursday,15,Medium Discount,128197
Takeaway,UPI,May,Thursday,16,No Discount,129158
Takeaway,Debit Card,May,Thursday,15,Low Discount,129254
Takeaway,Credit Card,May,Thursday,11,High Discount,129928
Takeaway,Wallet,May,Thursday,17,Medium Discount,130609
Dine-in,Debit Card,May,Thursday,11,No Discount,130733
Delivery,Cash,May,Thursday,18,Low Discount,130853
Delivery,Wallet,May,Thursday,10,No Discount,131008
Takeaway,Cash,May,Thursday,20,No Discount,131681
Takeaway,Cash,May,Thursday,22,High Discount,132632
Dine-in,Credit Card,May,Thursday,19,No Discount,132660
Delivery,Credit Card,May,Thursday,17,Medium Discount,132829
Takeaway,UPI,May,Thursday,17,High Discount,133157
Takeaway,Credit Card,May,Thursday,19,No Discount,134583
Delivery,Debit Card,May,Thursday,13,No Discount,134701
Dine-in,Cash,May,Thursday,20,No Discount,135094
Delivery,Wallet,May,Thursday,16,Medium Discount,135193
Takeaway,Debit Card,May,Thursday,22,No Discount,135244
Delivery,Debit Card,May,Thursday,12,No Discount,135282
Delivery,Wallet,May,Thursday,10,Medium Discount,135498
Takeaway,Credit Card,May,Thursday,17,No Discount,135586
Delivery,Wallet,May,Thursday,18,No Discount,135640
Dine-in,Cash,May,Thursday,21,Medium Discount,135656
Delivery,Wallet,May,Thursday,17,No Discount,136057
Takeaway,Debit Card,May,Thursday,17,Low Discount,136878
Takeaway,Cash,May,Thursday,21,High Discount,137151
Delivery,Credit Card,May,Thursday,11,No Discount,137265
Dine-in,Wallet,May,Thursday,10,No Discount,137681
Dine-in,Credit Card,May,Thursday,18,High Discount,138417
Dine-in,Cash,May,Thursday,19,Medium Discount,138923
Delivery,Cash,May,Thursday,19,Low Discount,139280
Delivery,Wallet,May,Thursday,18,No Discount,139463
Delivery,Debit Card,May,Thursday,17,No Discount,139935
Dine-in,UPI,May,Thursday,12,No Discount,140196
Delivery,UPI,May,Thursday,21,Medium Discount,140198
Takeaway,Debit Card,May,Thursday,17,Low Discount,140407
Delivery,UPI,May,Thursday,17,No Discount,140667
Takeaway,Cash,May,Thursday,21,Medium Discount,140722
Dine-in,Cash,May,Thursday,15,No Discount,141301
Delivery,Wallet,May,Thursday,16,High Discount,142022
Dine-in,Wallet,May,Thursday,22,No Discount,142081
Dine-in,Cash,May,Thursday,10,No Discount,142405
Delivery,UPI,May,Thursday,12,High Discount,142473
Dine-in,Credit Card,May,Thursday,11,No Discount,142831
Takeaway,Cash,May,Thursday,13,High Discount,143118
Takeaway,Cash,May,Thursday,15,High Discount,143626
Dine-in,Cash,May,Thursday,21,Medium Discount,144519
Delivery,UPI,May,Thursday,18,Medium Discount,146224
Takeaway,Wallet,May,Thursday,15,High Discount,147515
Delivery,Debit Card,May,Thursday,15,Low Discount,147685
Takeaway,Debit Card,May,Thursday,17,Low Discount,148075
Takeaway,UPI,May,Thursday,11,Medium Discount,148452
Takeaway,UPI,June,Sunday,18,High Discount,100087
Delivery,UPI,June,Sunday,17,No Discount,101094
Dine-in,Wallet,June,Sunday,12,Low Discount,101578
Delivery,Debit Card,June,Sunday,11,No Discount,101720
Takeaway,Wallet,June,Sunday,13,High Discount,102361
Dine-in,Cash,June,Sunday,17,No Discount,102681
Dine-in,Credit Card,June,Sunday,12,No Discount,103236
Takeaway,Cash,June,Sunday,11,Low Discount,104472
Dine-in,Credit Card,June,Sunday,21,Low Discount,105408
Takeaway,Debit Card,June,Sunday,10,High Discount,105675
Delivery,UPI,June,Sunday,20,High Discount,107113
Dine-in,Cash,June,Sunday,22,Medium Discount,108077
Delivery,Debit Card,June,Sunday,16,Low Discount,108501
Takeaway,UPI,June,Sunday,12,Medium Discount,108618
Dine-in,Credit Card,June,Sunday,14,Medium Discount,108716
Dine-in,Wallet,June,Sunday,21,Medium Discount,108976
Dine-in,Wallet,June,Sunday,20,No Discount,109097
Takeaway,Debit Card,June,Sunday,15,No Discount,109826
Takeaway,Credit Card,June,Sunday,11,No Discount,110431
Delivery,Debit Card,June,Sunday,15,Low Discount,110568
Takeaway,Credit Card,June,Sunday,21,High Discount,111138
Dine-in,Cash,June,Sunday,10,No Discount,111577
Takeaway,Debit Card,June,Sunday,10,No Discount,111606
Takeaway,Wallet,June,Sunday,22,No Discount,111695
Takeaway,Cash,June,Sunday,13,No Discount,111762
Delivery,Cash,June,Sunday,22,Medium Discount,112488
Dine-in,Cash,June,Sunday,11,High Discount,112790
Delivery,Debit Card,June,Sunday,18,High Discount,113162
Delivery,Cash,June,Sunday,12,No Discount,113522
Delivery,Debit Card,June,Sunday,20,Low Discount,113956
Takeaway,Cash,June,Sunday,13,No Discount,114012
Dine-in,Wallet,June,Sunday,13,High Discount,114452
Dine-in,UPI,June,Sunday,16,Medium Discount,115109
Dine-in,Cash,June,Sunday,19,No Discount,115286
Dine-in,UPI,June,Sunday,21,High Discount,115336
Dine-in,Debit Card,June,Sunday,10,High Discount,115567
Takeaway,Debit Card,June,Sunday,18,No Discount,116489
Takeaway,Credit Card,June,Sunday,20,Medium Discount,116664
Takeaway,Wallet,June,Sunday,11,Low Discount,117386
Dine-in,Cash,June,Sunday,20,No Discount,118522
Dine-in,Debit Card,June,Sunday,22,High Discount,118669
Delivery,UPI,June,Sunday,12,Low Discount,118961
Delivery,UPI,June,Sunday,16,No Discount,118972
Delivery,Credit Card,June,Sunday,13,Low Discount,119313
Dine-in,Wallet,June,Sunday,14,Low Discount,119351
Dine-in,Debit Card,June,Sunday,18,Medium Discount,119491
Delivery,Debit Card,June,Sunday,14,No Discount,119759
Delivery,Credit Card,June,Sunday,10,Medium Discount,119811
Dine-in,Cash,June,Sunday,10,Medium Discount,119892
Delivery,UPI,June,Sunday,11,No Discount,119965
Takeaway,UPI,June,Sunday,17,No Discount,120530
Dine-in,Credit Card,June,Sunday,16,High Discount,120773
Dine-in,UPI,June,Sunday,14,High Discount,121679
Delivery,UPI,June,Sunday,18,No Discount,121861
Takeaway,Wallet,June,Sunday,13,High Discount,121946
Takeaway,Cash,June,Sunday,17,No Discount,122146
Delivery,Debit Card,June,Sunday,15,Low Discount,122149
Dine-in,Cash,June,Sunday,19,High Discount,122180
Takeaway,Cash,June,Sunday,16,No Discount,122347
Delivery,UPI,June,Sunday,14,No Discount,122482
Dine-in,Credit Card,June,Sunday,15,No Discount,122823
Dine-in,Cash,June,Sunday,22,No Discount,123461
Dine-in,Debit Card,June,Sunday,17,High Discount,123588
Delivery,Debit Card,June,Sunday,15,No Discount,124114
Dine-in,Debit Card,June,Sunday,17,No Discount,124318
Delivery,Cash,June,Sunday,20,Low Discount,124387
Delivery,UPI,June,Sunday,17,High Discount,124423
Delivery,Credit Card,June,Sunday,19,High Discount,124522
Delivery,Debit Card,June,Sunday,16,No Discount,125270
Takeaway,Cash,June,Sunday,20,No Discount,125625
Delivery,Debit Card,June,Sunday,15,High Discount,125635
Takeaway,UPI,June,Sunday,11,No Discount,125726
Delivery,Cash,June,Sunday,20,No Discount,126459
Takeaway,UPI,June,Sunday,15,Medium Discount,126680
Dine-in,Wallet,June,Sunday,14,No Discount,127236
Delivery,Debit Card,June,Sunday,16,Medium Discount,127526
Delivery,Cash,June,Sunday,14,Low Discount,128000
Takeaway,Cash,June,Sunday,21,Medium Discount,128329
Delivery,Debit Card,June,Sunday,12,High Discount,128357
Takeaway,Credit Card,June,Sunday,16,High Discount,128410
Dine-in,UPI,June,Sunday,21,Low Discount,128604
Takeaway,Wallet,June,Sunday,14,High Discount,129199
Takeaway,Debit Card,June,Sunday,13,Low Discount,129580
Takeaway,UPI,June,Sunday,19,Low Discount,129837
Takeaway,UPI,June,Sunday,22,No Discount,129984
Delivery,Debit Card,June,Sunday,20,No Discount,130455
Delivery,UPI,June,Sunday,11,Medium Discount,130773
Delivery,Credit Card,June,Sunday,10,No Discount,130879
Dine-in,Cash,June,Sunday,15,High Discount,131230
Delivery,Credit Card,June,Sunday,11,No Discount,131446
Dine-in,Wallet,June,Sunday,17,Low Discount,131500
Dine-in,Debit Card,June,Sunday,21,Medium Discount,131580
Dine-in,Cash,June,Sunday,16,Low Discount,131653
Delivery,Wallet,June,Sunday,12,High Discount,131859
Takeaway,Credit Card,June,Sunday,16,High Discount,132000
Delivery,Debit Card,June,Sunday,11,Low Discount,132151
Delivery,Credit Card,June,Sunday,20,High Discount,132487
Delivery,Cash,June,Sunday,18,High Discount,132525
Delivery,Cash,June,Sunday,20,High Discount,132585
Dine-in,Wallet,June,Sunday,11,Medium Discount,132698
Takeaway,Wallet,June,Sunday,15,No Discount,132995
Dine-in,Cash,June,Sunday,14,No Discount,133005
Takeaway,Credit Card,June,Sunday,19,No Discount,133407
Dine-in,Debit Card,June,Sunday,15,Medium Discount,133679
